Row ID;Row Name;regionType;category;padding1;dummyPoly1;dummyPoly2;radius;angle;depth;width;height;baseHeightOffset;angleCheckType;padding2;allowAngle;spotDummyPoly;textBoxType;padding3;padding5;isInvalidForRide;isGrayoutForRide;isInvalidForCrouching;isGrayoutForCrouching;padding4;textId;invalidFlag;grayoutFlag;overrideActionButtonIdForRide;execInvalidTime;padding6
9528;Light flame;0;5;[0|0];-1;-1;2;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9528;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9529;Examine seal;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9529;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9530;Examine seal;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9530;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9531;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9532;Pillage corpse;0;5;[0|0];200;-1;1.5;90;0;0;2;-1.75;0;[0|0|0];180;200;0;[0|0];0;0;1;0;1;0;2010;16007690;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9533;Examine;0;5;[0|0];200;-1;1.5;90;0;0;3;-3;0;[0|0|0];180;90;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9540;Summon Castellan Jerren;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9540;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9541;Summon Blaidd the Half-Wolf;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9541;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9542;Summon Alexander Warrior Jar;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9542;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9543;Summon Great Horned Tragoth;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9543;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9544;Summon Okina;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9544;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9545;Summon Finger Maiden Therolina;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9545;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9546;Summon Lionel the Lionhearted;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9546;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9547;Summon Patches;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.75;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;9547;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9550;Examine;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9600;Become the Elden Lord;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9600;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9610;Summon Ranni;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9610;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9620;Become the Lord of Frenzied Flame;0;5;[0|0];-1;-1;2.2;75;0;0;1.5;-0.25;0;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;9620;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9630;Wear ring;0;5;[0|0];-1;-1;2;90;0;0;5;-3;0;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;9630;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9640;Open door;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9640;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9650;;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9650;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9660;;0;5;[0|0];-1;-1;8;180;0;0;2;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9660;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9700;Hoist medallion;0;4;[0|0];-1;-1;3;180;0;0;2;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9700;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9701;Hoist secret medallion;0;5;[0|0];-1;-1;3;180;0;0;2;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9701;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9710;Rest in coffin;1;5;[0|0];110;111;0;180;4.6;2;2;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9710;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9711;Rest in coffin;1;5;[0|0];110;111;0;180;6;8;2;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9710;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9720;Examine pedestal;0;5;[0|0];-1;-1;1.5;180;0;0;2.5;-2;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9720;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9721;Remove inverted statue;0;5;[0|0];-1;-1;1.5;180;0;0;2.5;-2;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9721;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9730;Open door;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9730;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9740;Lie down;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9740;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9750;;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9750;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9980;Examine;0;5;[0|0];-1;-1;1.5;90;0;0;0.5;-0.25;0;[0|0|0];45;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9999;Examine;0;5;[0|0];-1;-1;5;180;0;0;1.5;-0.25;0;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;1000;6001;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
10000;Traverse the mist;1;5;[0|0];101;-1;0;180;1.5;1.5;1;-0.25;1;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;3200;0;0;-1;-1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
10001;Traverse the mist;1;5;[0|0];101;-1;0;180;1.5;1.5;1;-0.25;1;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;3200;0;0;-1;-1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
10010;Traverse the mist;1;5;[0|0];101;-1;0;180;1.5;1.5;2;-0.25;1;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;3200;0;0;-1;-1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
30000;;2;14;[0|0];203;204;2;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
32270;;0;14;[0|0];255;-1;4;180;0;0;2;-1.5;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
33180;;2;14;[0|0];242;243;1.5;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
33181;;2;14;[0|0];242;247;2;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
33950;;2;14;[0|0];905;906;2;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34220;;2;14;[0|0];242;841;3;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34280;;2;14;[0|0];242;11;2;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34420;;2;14;[0|0];242;814;3;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34490;;2;14;[0|0];179;247;2;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34500;;0;14;[0|0];240;-1;10;180;0;0;5;-3;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34550;;2;14;[0|0];242;240;2;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34560;;2;14;[0|0];179;90;3;0;0;0;4;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
34630;;2;14;[0|0];201;205;4.5;0;0;0;0;0;0;[0|0|0];0;-1;0;[0|0];0;0;0;0;0;0;30000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
