Row ID;Row Name;disableParam_NT;sortId;wanderingEquipId;resistSleep;resistMadness;saDurability;toughnessCorrectRate;fixPrice;basicPrice;sellValue;weight;residentSpEffectId;residentSpEffectId2;residentSpEffectId3;materialSetId;partsDamageRate;corectSARecover;originEquipPro;originEquipPro1;originEquipPro2;originEquipPro3;originEquipPro4;originEquipPro5;originEquipPro6;originEquipPro7;originEquipPro8;originEquipPro9;originEquipPro10;originEquipPro11;originEquipPro12;originEquipPro13;originEquipPro14;originEquipPro15;faceScaleM_ScaleX;faceScaleM_ScaleZ;faceScaleM_MaxX;faceScaleM_MaxZ;faceScaleF_ScaleX;faceScaleF_ScaleZ;faceScaleF_MaxX;faceScaleF_MaxZ;qwcId;equipModelId;iconIdM;iconIdF;knockBack;knockbackBounceRate;durability;durabilityMax;defFlickPower;defensePhysics;defenseMagic;defenseFire;defenseThunder;defenseSlash;defenseBlow;defenseThrust;resistPoison;resistDisease;resistBlood;resistCurse;reinforceTypeId;trophySGradeId;shopLv;knockbackParamId;flickDamageCutRate;equipModelCategory;equipModelGender;protectorCategory;rarity;sortGroupId;partsDmgType;isDeposit;headEquip;bodyEquip;armEquip;legEquip;useFaceScale;isSkipWeakDamageAnim;defenseMaterialVariationValue_Weak;autoFootEffectDecalBaseId2;autoFootEffectDecalBaseId3;defenseMaterialVariationValue;isDiscard;isDrop;disableMultiDropShare;simpleModelForDlc;showLogCondType;showDialogCondType;neutralDamageCutRate;slashDamageCutRate;blowDamageCutRate;thrustDamageCutRate;magicDamageCutRate;fireDamageCutRate;thunderDamageCutRate;defenseMaterialSfx1;defenseMaterialSfx_Weak1;defenseMaterial1;defenseMaterial_Weak1;defenseMaterialSfx2;defenseMaterialSfx_Weak2;footMaterialSe;defenseMaterial_Weak2;autoFootEffectDecalBaseId1;toughnessDamageCutRate;toughnessRecoverCorrection;darkDamageCutRate;defenseDark;postureControlId;saleValue;resistFreeze;invisibleFlag_SexVer00;invisibleFlag_SexVer01;invisibleFlag_SexVer02;invisibleFlag_SexVer03;invisibleFlag_SexVer04;invisibleFlag_SexVer05;invisibleFlag_SexVer06;invisibleFlag_SexVer07;invisibleFlag_SexVer08;invisibleFlag_SexVer09;invisibleFlag_SexVer10;invisibleFlag_SexVer11;invisibleFlag_SexVer12;invisibleFlag_SexVer13;invisibleFlag_SexVer14;invisibleFlag_SexVer15;invisibleFlag_SexVer16;invisibleFlag_SexVer17;invisibleFlag_SexVer18;invisibleFlag_SexVer19;invisibleFlag_SexVer20;invisibleFlag_SexVer21;invisibleFlag_SexVer22;invisibleFlag_SexVer23;invisibleFlag_SexVer24;invisibleFlag_SexVer25;invisibleFlag_SexVer26;invisibleFlag_SexVer27;invisibleFlag_SexVer28;invisibleFlag_SexVer29;invisibleFlag_SexVer30;invisibleFlag_SexVer31;invisibleFlag_SexVer32;invisibleFlag_SexVer33;invisibleFlag_SexVer34;invisibleFlag_SexVer35;invisibleFlag_SexVer36;invisibleFlag_SexVer37;invisibleFlag_SexVer38;invisibleFlag_SexVer39;invisibleFlag_SexVer40;invisibleFlag_SexVer41;invisibleFlag_SexVer42;invisibleFlag_SexVer43;invisibleFlag_SexVer44;invisibleFlag_SexVer45;invisibleFlag_SexVer46;invisibleFlag_SexVer47;invisibleFlag_SexVer48;invisibleFlag_SexVer49;invisibleFlag_SexVer50;invisibleFlag_SexVer51;invisibleFlag_SexVer52;invisibleFlag_SexVer53;invisibleFlag_SexVer54;invisibleFlag_SexVer55;invisibleFlag_SexVer56;invisibleFlag_SexVer57;invisibleFlag_SexVer58;invisibleFlag_SexVer59;invisibleFlag_SexVer60;invisibleFlag_SexVer61;invisibleFlag_SexVer62;invisibleFlag_SexVer63;invisibleFlag_SexVer64;invisibleFlag_SexVer65;invisibleFlag_SexVer66;invisibleFlag_SexVer67;invisibleFlag_SexVer68;invisibleFlag_SexVer69;invisibleFlag_SexVer70;invisibleFlag_SexVer71;invisibleFlag_SexVer72;invisibleFlag_SexVer73;invisibleFlag_SexVer74;invisibleFlag_SexVer75;invisibleFlag_SexVer76;invisibleFlag_SexVer77;invisibleFlag_SexVer78;invisibleFlag_SexVer79;invisibleFlag_SexVer80;invisibleFlag_SexVer81;invisibleFlag_SexVer82;invisibleFlag_SexVer83;invisibleFlag_SexVer84;invisibleFlag_SexVer85;invisibleFlag_SexVer86;invisibleFlag_SexVer87;invisibleFlag_SexVer88;invisibleFlag_SexVer89;invisibleFlag_SexVer90;invisibleFlag_SexVer91;invisibleFlag_SexVer92;invisibleFlag_SexVer93;invisibleFlag_SexVer94;invisibleFlag_SexVer95
962100;Upper-Class Robe;1;602060;0;61;61;100;0.001;1150;0;500;4.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1531;14621;14621;0;0;0;0;0;0;0;0;0;0;0;0;38;38;21;61;0;-1;-1;1;0;2;3;1;1;30;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.958;0.939;0.939;0.973;0.872;0.881;0.874;109;50;113;50;113;139;139;139;-1;1;0;0.87;0;0;0;21;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
963000;Marais Mask;1;502050;0;35;35;0;0.001;1050;0;500;2.2;6096300;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1485;14600;14600;0;0;0;0;0;0;0;0;0;0;0;0;20;20;14;33;0;-1;-1;1;0;5;4;0;2;30;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.979;0.982;0.977;0.986;0.954;0.955;0.955;109;110;113;110;113;139;139;139;-1;1;0;0.954;0;0;0;14;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
963100;Marais Robe;1;602100;0;71;71;100;0.002;1150;0;500;4.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1485;14601;14601;0;0;0;0;0;0;0;0;0;0;0;0;42;42;28;67;0;-1;-1;1;0;2;4;1;1;30;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.947;0.958;0.939;0.973;0.874;0.876;0.876;109;50;113;50;113;139;139;139;-1;1;0;0.874;0;0;0;28;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
963200;Bloodsoaked Manchettes;1;700020;0;24;24;0;0;1150;0;500;1.4;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1485;14613;14613;0;0;0;0;0;0;0;0;0;0;0;0;14;14;9;22;0;-1;-1;1;0;1;4;2;1;10;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.987;0.99;0.985;0.994;0.969;0.969;0.969;109;50;113;50;113;139;139;139;-1;1;0;0.969;0;0;0;9;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
964000;Bloodsoaked Mask;1;500140;0;30;30;0;0;1050;0;500;2.2;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1486;14620;14620;0;0;0;0;0;0;0;0;0;0;0;0;18;18;10;31;0;-1;-1;1;0;5;4;0;1;10;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.982;0.982;0.982;0.979;0.954;0.956;0.955;109;110;113;110;113;139;139;139;-1;1;0;0.954;0;0;0;10;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
964100;Official's Attire;1;602090;0;61;61;100;0.001;1150;0;500;4.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1486;14603;14603;0;0;0;0;0;0;0;0;0;0;0;0;38;38;22;64;0;-1;-1;1;0;2;3;1;1;30;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.958;0.958;0.958;0.947;0.872;0.881;0.876;109;50;113;50;113;139;139;139;-1;1;0;0.872;0;0;0;22;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
965000;;1;999999;0;39;39;0;0.002;1050;0;500;3.6;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1480;14590;14590;0;0;0;0;0;0;0;0;0;0;0;0;24;24;14;35;0;-1;-1;1;0;5;4;0;1;255;0;1;1;0;0;0;1;0;0;-1;-1;0;1;0;0;0;1;2;0.972;0.975;0.972;0.975;0.95;0.952;0.952;139;139;139;139;139;139;139;139;-1;1;0;0.95;0;0;0;14;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
965100;;1;999999;0;67;67;100;0.001;1150;0;500;4.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1480;14591;14591;0;0;0;0;0;0;0;0;0;0;0;0;46;46;25;63;0;-1;-1;1;0;2;3;1;1;255;0;1;0;1;0;0;0;0;0;-1;-1;0;1;0;0;0;1;2;0.947;0.958;0.958;0.947;0.87;0.876;0.876;139;139;139;139;139;139;139;139;-1;1;0;0.872;0;0;0;25;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
965300;;1;999999;0;41;41;0;0.001;1250;0;500;2.5;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1480;14593;14593;0;0;0;0;0;0;0;0;0;0;0;0;29;29;15;39;0;-1;-1;1;0;6;4;3;1;255;0;1;0;0;0;1;0;0;0;-1;-1;0;1;0;0;0;1;2;0.97;0.977;0.977;0.97;0.926;0.929;0.929;139;139;139;139;139;139;139;139;111;1;0;0.927;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
966000;;1;999999;0;33;33;0;0.001;1050;0;500;2.2;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1530;14610;14610;0;0;0;0;0;0;0;0;0;0;0;0;20;20;10;33;0;-1;-1;1;0;5;4;0;1;255;0;1;1;0;0;0;1;0;0;-1;-1;0;1;0;0;0;1;2;0.982;0.977;0.977;0.986;0.954;0.956;0.954;109;110;108;110;108;139;139;139;-1;1;0;0.953;0;0;0;10;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
967000;;1;999999;0;35;35;0;0.001;1050;0;500;2.2;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1485;14600;14600;0;0;0;0;0;0;0;0;0;0;0;0;20;20;14;33;0;-1;-1;1;0;5;4;0;1;255;0;1;1;0;0;0;1;0;0;-1;-1;0;1;0;0;0;1;2;0.979;0.982;0.977;0.986;0.954;0.955;0.955;109;110;113;110;113;139;139;139;-1;1;0;0.954;0;0;0;14;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
970000;Omen Helm;1;510030;0;24;24;0;0.013;1050;0;500;9.9;6097000;6097001;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1490;14630;14630;0;0;0;0;0;0;0;0;0;0;0;0;29;29;27;33;0;-1;-1;1;0;5;4;0;2;110;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.933;0.932;0.946;0.932;0.954;0.948;0.947;109;110;108;110;108;139;139;139;-1;1;0;0.951;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
970100;Omen Armor;1;610030;0;57;57;100;0.04;1150;0;500;23.1;6097010;6097011;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1490;14631;14631;0;0;0;0;0;0;0;0;0;0;0;0;67;67;63;76;0;-1;-1;1;0;2;4;1;2;110;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.817;0.813;0.85;0.813;0.87;0.855;0.851;109;50;108;50;108;139;139;139;-1;1;0;0.862;0;1;0;63;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
970200;Omen Gauntlets;1;709020;0;19;19;0;0.009;1150;0;500;7.7;6097020;6097021;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1490;14632;14632;0;0;0;0;0;0;0;0;0;0;0;0;22;22;21;25;0;-1;-1;1;0;1;4;2;2;100;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.954;0.953;0.963;0.953;0.968;0.964;0.963;109;50;108;50;108;139;139;139;-1;1;0;0.966;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
970300;Omen Greaves;1;809020;0;35;35;0;0.024;1250;0;500;14.3;6097030;6097031;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1490;14633;14633;0;0;0;0;0;0;0;0;0;0;0;0;41;41;39;47;0;-1;-1;1;0;6;4;3;2;100;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.894;0.892;0.914;0.892;0.926;0.917;0.915;109;50;108;50;108;139;139;139;111;1;0;0.921;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
980000;Carian Knight Helm;0;507030;0;9;9;0;0.004;1050;0;500;4.6;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1500;14640;14640;0;0;0;0;0;0;0;0;0;0;0;0;12;12;20;10;0;-1;-1;1;0;5;4;0;1;80;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.958;0.956;0.962;0.958;0.956;0.958;0.966;109;110;106;110;106;139;139;139;-1;1;0;0.958;0;0;0;20;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
980100;Carian Knight Armor;1;607030;0;21;21;100;0.012;1150;0;500;10.4;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1500;14641;14641;0;0;0;0;0;0;0;0;0;0;0;0;28;28;46;23;0;-1;-1;1;0;2;4;1;1;80;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.882;0.877;0.892;0.882;0.877;0.882;0.906;109;50;106;50;106;139;139;139;-1;1;0;0.882;0;0;0;46;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
980200;Carian Knight Gauntlets;0;706020;0;7;7;0;0.003;1150;0;500;3.5;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1500;14642;14642;0;0;0;0;0;0;0;0;0;0;0;0;9;9;15;8;0;-1;-1;1;0;1;4;2;1;70;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.971;0.969;0.973;0.971;0.969;0.971;0.977;109;50;106;50;106;139;139;139;-1;1;0;0.971;0;0;0;15;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
980300;Carian Knight Greaves;0;806020;0;13;13;0;0.007;1250;0;500;6.6;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1500;14643;14643;0;0;0;0;0;0;0;0;0;0;0;0;17;17;29;14;0;-1;-1;1;0;6;4;3;1;70;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.932;0.929;0.938;0.932;0.929;0.932;0.946;109;50;106;50;106;139;106;139;111;1;0;0.932;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
981100;Carian Knight Armor (Altered);0;607040;0;16;16;100;0.008;1150;0;500;9.7;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1501;14651;14651;0;0;0;0;0;0;0;0;0;0;0;0;22;22;38;19;0;-1;-1;1;0;2;4;1;1;80;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.883;0.878;0.902;0.883;0.883;0.883;0.909;109;50;106;50;106;139;139;139;-1;1;0;0.883;0;0;0;38;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
990000;Hierodas Glintstone Crown;1;501080;0;39;39;0;0.002;1050;0;500;3;6099000;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1510;14660;14660;0;0;0;0;0;0;0;0;0;0;0;0;20;20;11;42;0;-1;-1;1;0;5;4;0;2;20;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.977;0.972;0.977;0.977;0.951;0.953;0.954;109;110;108;110;108;139;139;139;-1;1;0;0.951;0;0;0;11;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
990100;Errant Sorcerer Robe;1;601060;0;67;67;100;0.002;1150;0;500;4.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1510;14661;14661;0;0;0;0;0;0;0;0;0;0;0;0;35;35;23;71;0;-1;-1;1;0;2;4;1;1;20;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.958;0.939;0.958;0.958;0.87;0.874;0.876;109;50;113;50;113;139;139;139;-1;1;0;0.87;0;0;0;23;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
990200;Errant Sorcerer Manchettes;1;701030;0;21;21;0;0;1150;0;500;1.1;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1510;14662;14662;0;0;0;0;0;0;0;0;0;0;0;0;11;11;7;22;0;-1;-1;1;0;1;4;2;1;20;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.994;0.987;0.994;0.994;0.968;0.969;0.971;109;50;108;50;108;139;139;139;-1;1;0;0.968;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
990300;Errant Sorcerer Boots;1;801030;0;47;47;0;0.001;1250;0;500;3.1;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1510;14663;14663;0;0;0;0;0;0;0;0;0;0;0;0;24;24;15;51;0;-1;-1;1;0;6;4;3;1;20;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.97;0.962;0.97;0.97;0.924;0.927;0.928;109;50;113;50;113;139;108;139;111;1;0;0.924;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
