Row ID;Row Name;Random Slot [0];Random Slot [1];Random Slot [2];Random Slot [3];Random Slot [4];Random Slot [5];Random Slot [6];Random Slot [7];Random Slot [8];Random Slot [9];Random Slot [10];Random Slot [11];Random Slot [12]
604640005;;83;137;187;143;196;18;151;101;112;53;115;170;9
604640006;;78;113;118;123;188;28;25;255;174;99;41;104;3
604640007;;142;70;79;243;106;134;236;242;88;203;128;133;6
604640008;;118;176;251;67;234;188;186;99;225;241;80;65;15
604640009;;137;79;4;188;21;67;69;156;30;14;175;190;0
604640010;;222;126;251;99;236;28;252;183;227;247;17;166;15
604640011;;101;255;6;159;151;251;63;90;93;14;255;249;2
604640012;;187;129;253;252;123;231;195;237;190;249;238;95;13
604640013;;98;33;48;74;16;12;72;168;42;62;145;76;0
604640014;;129;53;8;128;64;90;42;44;38;64;0;168;0
604640015;;66;6;116;149;199;197;182;1;1;80;148;10;10
604640016;;140;96;146;137;8;21;201;0;136;9;135;3;8
604640017;;10;18;9;48;35;0;12;64;117;3;128;133;0
604640018;;65;197;74;3;0;208;34;1;8;166;172;8;12
604640019;;65;0;22;56;12;2;182;244;8;0;91;192;3
604640020;;130;168;1;36;178;98;8;90;123;36;34;163;1
604640021;;48;13;138;66;16;16;5;87;64;100;136;112;13
604640022;;204;10;81;128;224;177;193;192;80;136;1;104;3
604640023;;1;2;7;16;52;170;65;21;4;12;74;68;2
604640024;;17;129;105;175;8;21;145;43;148;152;193;128;2
604640025;;196;4;8;64;2;162;82;42;44;93;1;135;0
604640026;;49;122;68;1;1;9;2;64;128;3;116;19;2
604640027;;10;90;54;28;121;102;176;144;65;114;103;24;14
604640028;;54;200;1;35;179;45;155;10;199;5;84;52;0
604640029;;140;132;128;69;12;8;64;224;208;144;16;80;4
604640030;;49;17;197;54;195;0;36;16;13;106;6;72;1
604640031;;52;229;176;72;172;96;20;31;162;145;2;37;12
604640032;;74;152;32;98;196;3;96;1;2;128;40;18;5
604640033;;36;80;138;208;64;220;9;132;177;0;120;149;4
604640034;;152;34;228;140;31;128;4;166;18;227;40;34;9
604657000;;102;218;96;51;156;228;221;245;54;172;52;68;0
604657001;;153;37;159;204;99;27;34;10;201;83;203;187;15
604737000;;65;0;34;64;68;1;0;10;17;1;3;8;0
604737001;;16;68;4;1;2;80;1;0;74;40;72;9;0
604737002;;132;128;66;2;2;1;164;129;68;9;36;136;0
604737003;;72;0;40;16;129;138;81;1;16;70;8;0;0
604737004;;8;18;0;144;16;20;12;20;4;136;8;0;0
604737005;;1;0;129;16;48;113;6;128;0;132;0;0;0
604737006;;64;10;8;68;8;6;4;25;1;0;4;12;1
604737007;;34;80;17;6;16;8;0;64;64;18;5;128;2
604737008;;2;4;72;0;4;144;0;2;169;52;0;66;4
604737009;;64;9;132;40;128;4;136;64;128;2;4;32;2
604737010;;1;44;48;40;0;0;16;102;0;32;0;68;1
604737011;;8;4;86;128;64;1;64;32;0;32;0;99;5
604737012;;132;80;0;32;33;10;2;16;0;0;145;0;0
604737013;;18;128;0;70;1;224;0;4;6;0;0;33;2
604737014;;32;0;0;9;136;40;35;8;3;1;48;128;4
604737015;;164;64;0;8;64;0;32;32;128;4;162;160;8
604737016;;132;0;0;18;0;0;24;0;34;0;208;20;9
604737017;;8;33;128;1;10;0;192;2;8;72;64;64;4
604737018;;16;9;16;128;100;64;80;16;4;1;48;2;8
604737019;;18;129;1;0;34;0;32;128;40;192;1;0;0
604737020;;32;48;6;0;0;128;136;64;208;144;128;0;0
604737021;;0;34;0;96;132;34;3;4;32;2;2;20;2
604737022;;1;2;225;128;1;4;0;137;16;64;74;19;8
604737023;;0;128;8;5;24;0;0;32;0;16;0;16;0
604738000;;75;231;97;12;235;47;69;183;193;34;238;67;14
604738001;;86;171;78;222;24;182;128;67;56;217;91;98;7
604738002;;150;53;242;161;50;116;249;231;194;85;23;224;8
604738003;;40;94;131;181;235;6;6;212;62;37;20;254;14
604738004;;237;146;60;218;246;235;10;62;190;142;228;159;1
604738005;;209;229;157;47;5;89;181;57;75;143;192;28;2
604738006;;178;8;249;64;28;208;251;72;149;250;169;149;1
604738007;;45;88;6;115;197;137;126;136;101;112;59;41;13
604738008;;130;80;0;6;8;132;0;0;139;104;16;1;8
604738009;;129;96;32;136;224;64;4;132;0;66;161;16;8
604738010;;32;0;8;96;4;20;24;0;33;17;0;192;4
604738011;;20;8;133;16;32;1;130;2;32;0;0;80;0
604738012;;4;5;128;9;64;64;1;161;8;0;6;6;2
604738013;;1;10;50;0;18;2;136;32;82;8;64;8;0
604738014;;66;16;72;1;8;128;2;0;132;52;0;128;1
604738015;;8;2;2;32;147;1;97;10;64;4;128;13;1
604738016;;32;1;21;70;1;24;4;80;16;128;45;34;0
604738017;;16;160;64;128;4;32;16;9;4;1;24;0;6
604738018;;72;132;0;16;0;42;96;84;0;130;66;32;0
604738019;;9;144;65;168;32;18;41;199;35;9;1;71;8
604738020;;128;148;12;125;5;96;142;128;40;1;85;128;1
604738021;;34;72;112;34;0;233;128;62;80;210;153;240;6
604738022;;209;40;24;16;61;200;161;80;1;64;37;14;1
604738023;;1;45;144;70;14;20;1;89;16;1;132;0;0
604738024;;98;28;139;205;23;52;80;130;133;52;192;121;4
604738025;;212;64;26;64;224;101;144;42;86;72;0;9;9
604738026;;34;39;12;71;123;102;150;37;14;117;64;16;11
604738027;;74;152;225;5;25;128;42;92;65;38;208;201;15
604738028;;225;36;205;20;67;66;255;12;225;28;49;44;4
604738029;;10;33;13;24;5;184;104;197;128;134;40;4;8
604738030;;73;178;128;176;201;16;133;84;163;10;228;69;1
604738031;;38;98;34;0;138;180;68;34;1;140;70;2;2
604738032;;137;67;179;152;144;64;64;34;186;18;14;132;0
604738033;;20;149;0;8;150;9;18;72;6;108;10;194;2
604738034;;42;7;32;218;20;3;0;0;224;40;194;26;0
604738035;;129;129;202;1;196;139;72;129;220;161;32;50;0
604738036;;44;9;4;65;136;23;15;160;4;213;31;224;2
604738037;;156;80;54;36;96;16;1;33;70;168;34;1;4
604738038;;32;210;134;146;96;136;96;79;156;131;146;19;8
604738039;;210;74;32;102;130;100;176;146;120;16;59;225;11
604738040;;84;40;85;35;10;3;46;153;9;98;104;32;12
604738041;;21;64;64;171;48;10;82;16;24;210;157;188;6
604738042;;20;134;115;128;96;141;21;32;34;1;0;30;5
604739000;;224;138;129;41;0;134;64;144;56;32;130;160;0
604739001;;196;72;96;41;140;0;82;17;20;19;135;10;0
604739002;;36;96;0;0;161;42;22;64;162;14;8;16;3
604739003;;68;16;80;200;16;88;1;0;195;28;32;200;0
604739004;;1;140;132;2;22;16;141;132;132;130;8;80;14
604739005;;1;3;78;37;0;96;32;104;64;64;17;36;14
604739006;;74;38;120;154;48;161;16;26;0;139;176;46;0
604739007;;16;56;8;0;232;7;138;10;0;84;32;0;1
604739008;;17;161;141;4;140;132;32;71;177;0;65;9;1
604739009;;18;64;32;80;10;32;68;24;72;73;208;21;2
604739010;;17;2;178;0;81;4;40;133;11;161;68;224;8
604739011;;130;68;16;6;69;80;2;32;86;32;10;2;13
604739012;;168;17;2;176;2;27;37;3;36;132;100;147;0
604739013;;10;21;3;198;65;136;145;224;1;96;13;69;0
604739014;;44;128;5;81;34;65;200;36;8;16;18;0;4
604739015;;88;8;161;152;32;57;0;143;129;50;129;19;12
604739016;;36;56;116;129;82;98;145;16;117;6;129;96;1
604739017;;144;48;50;159;136;48;142;35;193;225;8;65;0
604739018;;22;3;66;96;16;160;4;11;64;84;153;108;3
604739019;;33;35;196;106;27;8;66;64;204;75;66;32;0
604739020;;210;69;178;0;68;192;145;19;18;64;70;44;6
604739021;;50;0;15;77;16;104;132;4;36;68;24;170;3
604739022;;16;123;8;224;120;34;54;88;104;144;67;128;0
604739023;;41;0;23;138;72;80;144;5;18;132;152;169;13
604739024;;2;128;129;68;75;196;72;102;74;147;36;210;8
604739025;;105;218;80;36;10;147;202;160;130;20;46;26;1
604739026;;9;196;9;163;55;48;36;181;54;0;7;20;2
604739027;;74;130;12;17;108;0;96;240;17;8;136;149;12
604739028;;69;78;2;170;0;5;164;20;97;138;23;4;4
604739029;;133;154;22;19;128;14;34;88;8;12;18;35;4
604739030;;38;73;89;102;0;85;187;132;132;98;224;67;6
604739031;;140;48;160;64;160;5;75;33;237;24;192;73;8
604739032;;132;50;200;38;149;224;113;12;145;44;12;16;11
604739033;;104;196;128;208;135;150;8;2;36;233;61;8;12
604739034;;146;157;96;0;38;10;61;40;146;49;112;64;9
604739035;;1;165;40;29;236;11;0;218;40;136;112;70;2
604739036;;204;33;163;4;145;137;69;160;14;19;99;160;1
604739037;;193;68;13;24;37;22;64;203;17;225;132;156;0
604739038;;50;4;84;17;195;205;27;64;10;39;32;151;2
604740000;;56;21;80;148;164;29;27;241;146;145;155;234;4
604740001;;13;228;45;99;79;32;190;6;38;38;143;119;1
604740002;;234;144;75;5;10;195;176;93;29;240;82;128;2
604740003;;165;42;130;8;53;12;77;195;65;105;108;56;13
604740004;;129;154;115;254;194;40;67;60;161;10;0;137;10
604740005;;82;109;148;50;17;211;4;168;248;7;180;23;5
604740006;;86;67;172;201;248;246;224;2;78;220;97;68;10
604740007;;81;160;138;18;192;156;133;5;145;130;6;23;12
604740008;;42;19;100;205;1;65;34;104;106;105;81;8;0
604740009;;132;76;17;32;62;34;88;146;4;20;168;224;3
604740010;;74;193;148;0;200;146;71;69;64;9;211;215;0
604740011;;4;44;3;84;48;97;8;128;150;242;12;8;14
604740012;;177;18;104;171;7;12;176;58;41;4;32;32;1
604740013;;37;20;96;132;54;80;46;20;64;64;170;138;15
604740014;;81;17;210;74;4;6;162;32;17;16;82;10;9
604740015;;153;218;134;249;2;56;74;32;234;115;110;98;8
604740016;;196;12;24;72;71;172;1;22;214;244;0;128;4
604740017;;28;5;34;234;0;80;128;144;86;192;66;201;8
604740018;;162;66;72;37;154;11;128;32;9;8;33;121;0
604740019;;49;128;58;26;32;169;1;153;32;192;164;4;6
604740020;;130;64;9;45;128;138;2;71;12;223;6;32;0
604740021;;197;8;121;2;57;66;120;82;128;43;89;8;4
604740022;;10;18;7;60;128;91;140;40;68;8;13;113;0
604740023;;74;101;192;3;109;84;0;1;160;7;59;1;1
604740024;;40;8;161;18;22;37;102;122;132;74;65;36;9
604740025;;36;162;28;192;209;70;99;197;1;32;0;180;10
604740026;;68;38;192;146;145;163;81;196;80;7;192;88;6
604740027;;52;112;209;68;18;34;17;0;42;66;196;88;0
604740028;;66;248;160;9;196;129;169;203;27;37;16;1;6
604740029;;26;137;20;65;107;128;64;69;42;8;145;163;2
604740030;;169;202;16;197;13;84;61;101;81;26;251;16;0
604740031;;2;45;133;164;48;24;4;52;140;180;129;22;1
604740032;;32;87;2;2;12;49;158;10;1;136;152;35;13
604740033;;145;134;7;176;106;161;222;131;49;149;40;134;3
604740034;;20;49;99;16;64;8;240;40;10;165;20;204;10
604740035;;74;161;12;16;161;4;0;152;247;16;6;5;4
604740036;;193;0;44;37;200;196;21;138;164;32;36;214;1
604741000;;18;28;24;64;114;18;80;100;138;76;34;18;13
604741001;;33;195;64;150;5;41;165;145;21;51;152;8;0
604741002;;204;32;167;41;136;196;10;10;96;128;69;229;2
604755000;;66;140;66;130;65;32;172;30;0;14;243;32;1
604755001;;177;64;52;70;144;0;1;104;238;0;64;232;0
604755002;;4;43;64;48;44;26;48;4;13;34;40;216;15
604755003;;138;130;42;136;5;49;138;0;0;53;128;5;4
604755004;;88;97;5;109;2;64;18;195;177;208;6;23;2
604755005;;4;20;152;16;120;196;68;16;18;128;1;0;8
604755006;;33;16;129;1;130;143;65;161;64;73;28;2;0
604755007;;161;160;165;56;70;26;6;64;164;196;157;1;1
604755008;;16;18;133;95;88;1;180;168;98;136;34;145;0
604755009;;37;52;96;128;16;70;1;88;133;34;80;52;9
604755010;;88;1;82;1;161;136;144;147;25;81;5;234;6
604755011;;70;205;24;64;47;32;105;38;90;58;160;8;12
604755012;;138;74;10;166;128;245;74;5;0;5;74;70;2
604755013;;17;101;174;166;140;132;27;81;69;196;32;152;8
604755014;;102;2;64;25;113;67;36;164;58;11;138;33;4
604755015;;136;152;17;64;2;56;192;10;128;48;85;70;3
604756000;;4;0;4;0;19;0;0;0;72;32;4;64;0
604756001;;28;97;37;1;132;154;36;128;9;21;128;168;4
604756002;;34;14;74;166;105;1;73;22;242;0;71;20;10
604756003;;193;144;144;88;18;100;146;105;4;234;56;67;1
604757000;;96;0;0;52;64;0;64;2;0;3;136;0;1
604757001;;34;65;0;3;64;0;32;0;48;20;35;11;3
604757002;;4;82;0;0;18;16;12;144;0;0;4;1;8
604757003;;8;4;56;193;0;32;2;4;9;162;1;32;0
604757004;;130;16;65;0;1;10;0;64;88;1;4;144;0
604757005;;16;8;128;64;168;68;0;0;132;16;0;68;2
604757006;;8;32;128;144;4;32;18;1;7;8;0;6;0
604757007;;0;137;2;0;9;9;96;160;0;64;176;128;0
604757008;;4;32;34;8;0;22;129;16;2;0;0;32;0
604757009;;65;0;20;32;132;128;1;76;64;192;72;16;8
604757010;;129;0;69;12;0;1;156;9;32;44;18;0;4
604757011;;16;134;8;2;50;192;0;34;128;0;64;72;4
604757012;;0;0;8;9;0;32;68;0;10;0;1;8;0
604758000;;4;17;198;16;12;57;148;11;236;133;0;63;6
604758001;;198;208;192;67;48;192;0;21;51;16;9;0;11
604758002;;49;4;22;196;13;30;8;228;195;1;105;129;5
604758003;;25;202;24;46;194;132;107;194;0;110;118;74;8
604758004;;66;40;41;144;129;99;37;32;12;98;148;84;0
604758005;;168;39;33;41;114;0;210;24;16;152;130;160;0
604758006;;80;2;62;100;163;96;144;96;61;73;232;14;8
604758007;;42;97;192;26;88;20;66;128;194;22;22;161;0
604758008;;133;156;1;129;4;139;45;31;0;160;1;80;7
604836000;;28;136;35;192;144;30;9;81;10;11;226;50;8
604836001;;34;19;80;58;36;192;118;36;116;148;25;64;1
604836002;;193;100;140;5;75;33;128;138;129;96;4;141;6
604836003;;33;14;23;100;138;1;132;20;13;16;82;169;4
604836004;;134;129;40;18;117;52;65;40;64;37;141;80;9
604836005;;88;112;192;137;0;202;58;195;178;202;32;6;2
604837000;;150;131;39;134;172;33;183;12;99;78;35;118;15
604837001;;38;202;4;236;114;93;204;184;7;208;5;160;8
604837002;;85;33;214;161;7;174;130;92;71;20;241;218;0
604837003;;82;60;73;91;195;22;25;101;208;45;90;28;2
604837004;;169;84;57;5;124;114;98;67;168;139;232;193;3
604837005;;104;241;210;50;136;200;33;147;152;225;142;15;4
604837006;;137;14;168;88;17;129;92;162;60;50;20;33;13
604837007;;40;169;36;228;0;180;225;59;130;119;3;49;10
604837008;;65;18;15;0;229;32;162;0;64;11;244;38;1
604837009;;52;10;0;136;188;85;65;162;36;0;8;0;0
604837010;;70;196;18;37;66;3;4;212;25;44;76;66;4
604837011;;138;20;201;26;19;8;30;1;245;208;51;216;9
604837012;;145;97;240;83;8;202;24;76;10;128;128;141;6
604837013;;42;34;0;154;81;66;52;70;33;33;4;129;0
604837014;;209;128;244;5;107;32;168;96;130;96;220;70;8
604837015;;17;48;5;160;24;191;80;145;33;64;168;81;8
604837016;;4;89;184;20;103;77;137;66;14;132;49;4;5
604837017;;34;8;50;3;21;136;36;222;16;45;2;32;6
604837018;;98;4;8;72;134;80;138;56;81;24;72;8;9
604837019;;73;8;105;240;202;129;83;32;85;74;17;44;2
604837020;;18;180;20;52;36;84;2;8;26;0;72;90;8
604837021;;172;80;66;66;0;37;64;0;228;29;230;152;3
604837022;;1;67;139;8;0;0;148;134;12;147;32;1;4
604837023;;132;41;5;72;8;10;65;181;0;146;2;182;3
604837024;;136;135;64;163;176;18;13;1;130;230;145;162;4
604837025;;84;198;130;5;128;160;34;9;232;0;7;65;0
604837026;;210;37;133;33;32;194;69;19;73;117;19;112;6
604837027;;9;88;114;22;136;57;40;108;160;2;68;12;9
604837028;;36;130;8;200;87;4;146;128;22;136;168;131;0
604837029;;138;2;34;87;37;72;193;8;4;161;4;222;3
604837030;;65;196;12;168;138;1;2;117;81;8;98;1;12
604837031;;52;57;209;0;80;182;60;130;170;86;153;32;0
604837032;;209;198;103;48;173;100;189;75;179;238;129;113;13
604837033;;46;57;152;207;82;155;66;180;76;17;126;142;2
604837034;;102;160;248;25;199;228;55;78;233;33;78;179;7
604837035;;110;240;69;214;218;94;192;43;50;239;153;122;7
604837036;;145;79;154;165;57;11;171;241;92;208;162;5;8
604837037;;153;31;39;106;36;177;92;148;135;30;117;204;8
604837038;;9;0;56;27;160;16;28;130;96;9;74;128;15
604837039;;34;115;250;112;4;1;113;24;66;115;116;15;5
604837040;;168;152;0;132;56;88;49;76;140;164;128;38;12
604837041;;38;1;182;176;35;64;250;48;68;1;116;129;10
604837042;;85;6;68;134;165;32;110;55;0;10;148;105;0
604837043;;52;84;8;67;130;65;8;165;169;1;33;33;6
604837044;;10;137;25;106;120;161;161;4;193;6;19;128;2
604837045;;92;12;73;193;21;42;92;129;54;154;6;144;2
604837046;;178;114;48;24;4;0;8;33;27;130;240;40;11
604837047;;28;65;155;71;74;202;4;246;20;9;161;38;0
604837048;;5;57;100;34;2;167;26;82;32;52;152;132;0
604837049;;194;160;67;140;6;117;164;216;100;88;9;83;0
604837050;;145;5;132;5;10;36;1;32;161;128;199;170;4
604837051;;66;14;99;66;209;0;192;138;147;164;46;64;1
604837052;;9;48;96;156;139;130;21;65;34;138;0;30;8
604837053;;80;208;6;129;213;219;193;67;16;160;93;86;1
604837054;;64;140;132;36;32;157;162;132;73;110;130;129;8
604837055;;74;170;24;16;105;28;130;128;136;8;9;145;12
604837056;;44;64;3;101;64;14;122;9;28;119;4;48;6
604837057;;193;22;137;8;17;80;128;18;135;113;248;72;2
604837058;;129;77;2;160;204;22;1;121;97;68;2;80;0
604837059;;161;33;149;24;152;72;4;14;28;0;35;108;9
604837060;;148;194;196;120;102;160;2;40;210;81;72;71;5
604837061;;34;162;32;3;16;167;71;68;10;212;0;24;1
604838000;;25;67;72;152;13;64;12;81;166;225;192;26;13
604838001;;194;102;1;1;180;60;73;34;187;130;174;48;0
604838002;;18;9;14;7;227;113;164;168;72;22;2;210;8
604838003;;145;161;244;154;3;10;168;212;0;13;81;201;9
604838004;;100;44;71;69;138;4;17;160;75;172;169;70;14
604838005;;197;20;45;129;36;1;130;28;117;90;24;209;0
604838006;;10;73;176;236;18;129;66;130;204;225;28;44;5
604838007;;49;24;128;114;84;198;181;87;132;1;96;32;2
604838008;;100;176;10;38;89;39;66;11;16;50;151;1;6
604838009;;136;146;241;24;96;218;22;69;19;68;33;142;0
604838010;;46;198;18;96;136;184;121;40;32;24;70;37;3
604838011;;41;219;55;198;236;6;221;70;117;33;220;16;0
604838012;;214;36;200;57;19;249;34;185;138;222;35;239;15
604838013;;34;146;131;8;69;194;169;1;72;137;129;16;6
604838014;;76;73;4;83;138;17;70;108;144;2;102;198;1
604838015;;145;36;120;164;48;44;16;146;39;116;24;41;8
604838016;;21;39;4;192;255;110;169;249;3;200;53;254;13
604838017;;234;216;251;63;0;145;86;6;252;55;202;1;2
604838018;;140;80;134;225;68;204;134;5;0;79;48;87;14
604838019;;18;143;16;6;35;3;25;42;144;144;138;136;1
604838020;;97;32;105;24;152;48;96;208;111;32;69;32;0
604839000;;197;191;121;227;90;138;228;255;161;137;1;95;6
604839001;;119;90;199;85;239;116;85;250;211;92;254;248;8
604839002;;226;169;209;246;6;50;183;196;124;190;127;166;15
604839003;;126;103;134;139;189;137;123;16;110;3;242;106;12
604839004;;185;122;58;156;117;231;236;213;159;245;196;45;3
604839005;;154;213;108;124;248;125;154;43;84;246;29;209;7
604839006;;13;132;191;43;131;223;11;47;171;107;171;151;9
604839007;;127;123;38;220;254;187;113;61;221;55;222;251;15
604839008;;230;246;119;52;207;120;254;227;230;225;173;20;2
604839009;;147;95;249;107;125;109;207;108;71;155;183;45;15
604839010;;77;181;186;243;243;159;212;159;187;127;91;235;1
604839011;;253;207;207;239;130;214;43;247;123;236;228;215;13
604839012;;186;168;221;159;61;231;191;218;188;222;123;254;14
604839013;;81;67;80;41;138;50;146;145;170;92;168;144;5
604839014;;132;60;38;192;113;13;105;8;85;3;17;76;0
604839015;;42;128;137;22;4;192;4;102;0;160;70;35;10
604839016;;22;173;121;66;27;40;248;245;110;90;76;56;6
604839017;;233;82;134;189;228;215;7;10;145;165;179;199;9
604839018;;190;166;239;223;253;166;174;245;158;223;181;74;5
604839019;;83;223;51;100;150;255;127;175;241;177;110;255;14
604839020;;237;121;220;187;107;89;209;90;111;110;219;181;11
604840000;;70;7;99;77;147;212;60;7;167;1;42;141;1
604840001;;245;242;84;101;88;55;20;144;216;246;152;91;0
604840002;;225;77;33;170;236;2;219;142;101;73;108;16;10
604840003;;58;225;216;158;34;96;146;114;24;115;177;68;5
604840004;;152;2;139;176;225;234;1;41;95;173;215;174;2
604840005;;78;40;180;18;176;15;139;210;44;140;78;53;13
604840006;;5;190;143;33;6;25;229;213;130;26;0;106;14
604840007;;49;156;40;206;15;253;106;40;193;210;181;240;11
604840008;;138;81;86;81;93;128;100;109;50;36;67;131;4
604840009;;42;101;32;100;38;208;16;185;52;144;199;152;0
604840010;;193;152;132;18;0;39;36;68;73;2;40;102;11
604840011;;20;2;91;137;217;8;203;2;130;109;16;1;4
604840012;;92;48;0;19;20;138;160;17;4;4;28;128;2
604840013;;202;16;74;184;6;33;128;138;162;141;3;0;12
604840014;;52;66;8;73;72;5;73;176;77;72;136;114;3
604840015;;17;4;17;180;182;18;9;129;6;17;53;35;4
604840016;;5;169;1;129;36;2;0;1;113;132;32;202;3
604840017;;8;15;38;67;179;18;36;44;144;1;39;71;4
604840018;;177;64;147;29;216;172;224;113;49;100;64;76;8
604840019;;52;82;66;59;144;139;70;4;41;72;18;45;6
604840020;;9;47;4;72;0;162;18;73;1;36;60;82;3
604840021;;5;135;140;128;0;76;42;64;136;89;64;63;4
604840022;;33;48;72;56;195;193;105;152;6;2;96;32;0
604840023;;162;24;176;73;37;68;248;112;33;38;7;129;4
604840024;;144;130;242;64;140;130;90;140;18;34;202;26;6
604840025;;40;148;13;34;105;85;35;92;194;147;28;136;0
604840026;;162;98;72;64;78;4;73;98;82;18;1;65;12
604840027;;66;113;161;164;0;24;1;26;9;200;58;144;8
604840028;;146;132;147;128;187;97;146;205;88;194;81;4;9
604840029;;137;9;116;214;57;228;222;144;212;60;64;112;9
604840030;;100;64;93;2;0;176;134;2;176;249;140;192;8
604840031;;73;9;169;164;16;42;21;39;32;132;128;32;2
604840032;;66;171;100;4;68;48;37;7;207;249;211;20;1
604840033;;6;200;18;54;163;68;4;226;96;2;224;143;0
604840034;;204;20;36;8;67;89;148;36;14;18;173;144;11
604840035;;82;228;130;71;72;25;16;2;140;33;130;45;1
604840036;;144;0;0;64;64;0;67;4;1;32;0;0;0
604841000;;55;106;179;178;99;111;239;223;70;169;205;212;11
604841001;;122;179;205;213;158;254;72;125;240;19;50;31;6
604841002;;222;7;189;242;228;250;1;152;29;180;26;168;9
604841003;;197;28;15;189;117;157;250;177;253;126;197;174;12
604841004;;5;238;114;15;173;36;247;238;130;228;230;123;8
604841005;;234;241;224;110;91;17;159;102;107;79;249;213;7
604841006;;185;221;94;73;154;195;52;3;191;219;63;99;7
604841007;;6;44;201;2;36;29;6;130;17;3;152;97;7
604841008;;60;35;214;212;253;83;25;96;196;66;154;64;11
604841009;;130;76;140;3;69;19;72;137;52;160;197;61;0
604841010;;66;102;32;194;96;232;160;20;201;2;32;46;9
604841011;;33;176;10;111;57;172;96;80;225;112;241;5;0
604841012;;5;68;112;201;74;0;218;65;67;155;23;0;1
604841013;;210;240;64;24;17;96;33;129;62;1;72;129;4
604841014;;196;83;18;164;8;86;1;18;30;0;6;69;2
604841015;;17;9;37;81;153;204;8;8;48;18;84;10;0
604841016;;176;1;34;60;66;36;82;102;33;248;24;48;2
604841017;;33;136;3;224;129;211;161;32;36;148;2;21;8
604841018;;10;9;101;1;160;82;70;22;164;100;2;201;0
604841019;;20;179;16;44;210;35;1;78;0;50;3;176;12
604841020;;72;194;161;2;44;16;130;12;88;8;137;66;8
604841021;;133;32;138;32;8;137;180;2;65;205;35;0;2
604841022;;146;8;22;92;48;107;76;16;8;228;40;50;0
604841023;;216;16;73;160;136;130;199;67;65;7;20;200;2
604841024;;145;84;106;194;0;0;52;169;67;140;96;10;14
604841025;;108;23;37;135;22;24;128;188;14;45;93;228;13
604841026;;33;194;132;16;71;132;8;146;128;8;230;22;1
604841027;;41;12;16;3;131;37;118;204;2;136;32;165;4
604841028;;76;161;9;25;22;160;56;253;178;96;1;24;13
604841029;;74;12;152;40;68;0;153;33;152;85;204;146;0
604841030;;34;146;212;20;162;12;7;33;142;19;160;202;7
604854000;;101;130;211;246;39;65;109;44;87;198;190;78;8
604854001;;154;125;44;9;216;190;146;211;168;57;65;177;7
604854002;;138;6;57;148;82;72;192;176;84;196;86;132;4
604854003;;113;104;64;3;161;4;29;3;163;3;128;104;1
604854004;;4;145;134;104;12;179;34;76;8;56;41;19;10
604855001;;65;80;40;32;0;4;10;0;132;0;2;97;1
604855002;;2;0;0;4;160;194;32;160;32;0;4;8;8
604855003;;128;1;0;0;136;1;72;16;2;32;8;0;0
604855004;;1;32;64;132;0;96;32;0;136;1;132;0;4
604855005;;8;10;32;0;66;18;6;0;68;204;1;32;0
604855006;;4;1;0;0;40;0;81;8;0;0;64;2;0
604855007;;32;38;64;2;0;0;129;2;0;0;32;4;0
604855008;;0;16;1;129;5;128;0;130;0;16;64;84;4
604855009;;8;8;140;0;82;0;0;37;0;80;32;0;1
604855010;;80;64;4;72;4;8;132;0;9;1;1;0;0
604855011;;2;0;18;24;1;0;16;1;0;34;10;130;10
604855012;;128;4;146;64;0;12;0;68;112;128;16;16;2
604855013;;48;128;0;34;0;32;0;8;3;4;144;9;0
604855014;;4;128;1;17;16;17;0;80;16;10;0;128;0
604855015;;4;128;32;128;192;137;0;1;161;74;0;0;0
604855016;;65;4;16;64;1;4;128;192;6;0;10;9;8
604855017;;16;97;4;16;8;0;0;34;8;36;163;0;4
604855018;;64;24;1;12;1;64;21;10;20;0;81;80;4
604855019;;33;144;4;8;26;160;139;0;224;1;4;2;2
604855020;;2;34;32;3;6;81;0;68;64;40;0;32;0
604855021;;132;1;18;0;16;26;36;0;0;16;80;0;1
604855022;;8;66;72;32;0;0;64;17;16;193;40;72;0
604855023;;130;0;131;65;0;0;122;132;0;18;132;165;0
604855024;;24;4;8;50;36;0;0;8;8;4;0;150;9
604855025;;32;8;192;132;224;38;0;48;3;128;0;0;2
604856000;;4;52;0;0;27;2;24;5;8;98;200;16;0
604856001;;128;0;72;18;64;72;82;8;1;2;32;193;2
604856002;;129;8;149;128;44;128;1;130;141;0;0;0;8
604856003;;24;136;72;64;128;100;65;40;2;16;144;2;4
604856004;;33;1;166;13;16;0;128;100;128;0;104;80;8
604856005;;2;161;2;129;32;112;64;9;112;160;0;32;4
604856006;;34;6;16;16;128;8;0;192;33;141;5;0;10
604856007;;66;68;128;32;193;20;136;68;192;128;32;26;1
604856008;;72;8;80;118;4;1;0;0;14;104;8;108;2
604856009;;36;82;34;40;1;128;6;0;70;16;23;33;5
604856010;;20;18;1;1;46;145;56;19;0;2;17;1;0
604856011;;65;161;4;0;0;2;129;146;0;12;66;132;1
604856012;;24;0;9;8;82;8;36;16;48;69;0;134;0
604856013;;128;64;32;198;0;39;38;32;16;17;134;8;0
604857000;;128;16;0;0;32;129;5;149;0;10;32;98;4
604857001;;65;40;0;3;144;0;64;34;1;68;1;144;2
604857002;;16;17;132;16;10;34;133;8;192;0;136;0;4
604857003;;0;194;64;160;5;6;0;0;136;17;64;0;0
604857004;;24;0;4;68;90;0;0;16;2;0;20;9;2
